            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2427145.500000000, A.D. 1933-Mar-14 00:00:00.0000, -4.237262166385191E+09,  1.556701684161059E+09,  6.556066512970686E+07, -1.646983464218017E+05, -4.387033239204803E+05,  1.284549234568639E+04,
2427155.500000000, A.D. 1933-Mar-24 00:00:00.0000, -4.238906021885928E+09,  1.552313669204151E+09,  6.568871837952030E+07, -1.641773574850179E+05, -4.389509226927339E+05,  1.275132512696063E+04,
2427165.500000000, A.D. 1933-Apr-03 00:00:00.0000, -4.240545358193728E+09,  1.547923973555617E+09,  6.581675779779613E+07, -1.636137472321539E+05, -4.390416831990509E+05,  1.278438566927309E+04,
2427175.500000000, A.D. 1933-Apr-13 00:00:00.0000, -4.242179976073138E+09,  1.543532460500255E+09,  6.594459317769349E+07, -1.632500602606868E+05, -4.391767125186878E+05,  1.283967555408014E+04,
2427185.500000000, A.D. 1933-Apr-23 00:00:00.0000, -4.243809718650051E+09,  1.539139355959775E+09,  6.607237515978575E+07, -1.628094336830656E+05, -4.394408087417897E+05,  1.275445563342036E+04,
2427195.500000000, A.D. 1933-May-03 00:00:00.0000, -4.245434878351855E+09,  1.534744672867794E+09,  6.620020367828727E+07, -1.622149183690228E+05, -4.395822450858737E+05,  1.273118365666757E+04,
2427205.500000000, A.D. 1933-May-13 00:00:00.0000, -4.247055433692569E+09,  1.530348187622314E+09,  6.632786780143082E+07, -1.617891834725077E+05, -4.396670364711583E+05,  1.281136280891490E+04,
2427215.500000000, A.D. 1933-May-23 00:00:00.0000, -4.248671100023810E+09,  1.525950030317929E+09,  6.645539315020883E+07, -1.614156726385105E+05, -4.399074687691166E+05,  1.276760670812665E+04,
2427225.500000000, A.D. 1933-Jun-02 00:00:00.0000, -4.250282060751748E+09,  1.521550353448013E+09,  6.658297397912610E+07, -1.608408541787895E+05, -4.401105384595031E+05,  1.269445857409074E+04,
2427235.500000000, A.D. 1933-Jun-12 00:00:00.0000, -4.251888474242669E+09,  1.517148943855438E+09,  6.671046619523084E+07, -1.603322693163224E+05, -4.401790506634137E+05,  1.276262662911245E+04,
2427245.500000000, A.D. 1933-Jun-22 00:00:00.0000, -4.253490041176186E+09,  1.512745793202423E+09,  6.683775967531252E+07, -1.599830135805197E+05, -4.403634041291826E+05,  1.277532913529536E+04,
2427255.500000000, A.D. 1933-Jul-02 00:00:00.0000, -4.255086761934444E+09,  1.508341145438509E+09,  6.696506290570188E+07, -1.594701379101913E+05, -4.406098829017718E+05,  1.267972808973361E+04,
2427265.500000000, A.D. 1933-Jul-12 00:00:00.0000, -4.256678922250355E+09,  1.503934896156330E+09,  6.709236062015522E+07, -1.588949936108236E+05, -4.406999822435334E+05,  1.270435691277480E+04,
2427275.500000000, A.D. 1933-Jul-22 00:00:00.0000, -4.258266345567830E+09,  1.499526897459541E+09,  6.721945342449683E+07, -1.585205115561993E+05, -4.408185544477847E+05,  1.276524902890643E+04,
2427285.500000000, A.D. 1933-Aug-01 00:00:00.0000, -4.259848851568612E+09,  1.495117373996773E+09,  6.734647605005187E+07, -1.580883602773671E+05, -4.410735132145221E+05,  1.268416310800151E+04,
2427295.500000000, A.D. 1933-Aug-11 00:00:00.0000, -4.261426728692526E+09,  1.490706368956828E+09,  6.747354741193873E+07, -1.574908614915469E+05, -4.412155311829020E+05,  1.265187960423461E+04,
2427305.500000000, A.D. 1933-Aug-21 00:00:00.0000, -4.262999992766093E+09,  1.486293657934315E+09,  6.760046178429174E+07, -1.570512118864676E+05, -4.412865364217253E+05,  1.273244706548030E+04,
2427315.500000000, A.D. 1933-Aug-31 00:00:00.0000, -4.264568355054861E+09,  1.481879351657469E+09,  6.772722325551122E+07, -1.566832366120357E+05, -4.415112730684196E+05,  1.269666148636440E+04,
2427325.500000000, A.D. 1933-Sep-10 00:00:00.0000, -4.266131977629140E+09,  1.477463624823997E+09,  6.785403448467982E+07, -1.561148995759463E+05, -4.417130139287831E+05,  1.261770967980940E+04,
2427335.500000000, A.D. 1933-Sep-20 00:00:00.0000, -4.267691055585216E+09,  1.473046280399237E+09,  6.798076960808718E+07, -1.555952121497199E+05, -4.417727040957685E+05,  1.268100458677734E+04,
2427345.500000000, A.D. 1933-Sep-30 00:00:00.0000, -4.269245314898877E+09,  1.468627282289241E+09,  6.810730151006490E+07, -1.552473545983810E+05, -4.419382048455572E+05,  1.270235808086436E+04,
2427355.500000000, A.D. 1933-Oct-10 00:00:00.0000, -4.270794735412510E+09,  1.464206868882131E+09,  6.823383322119230E+07, -1.547491019604801E+05, -4.421806366236154E+05,  1.260663180996438E+04,
2427365.500000000, A.D. 1933-Oct-20 00:00:00.0000, -4.272339617208016E+09,  1.459784946179522E+09,  6.836037141449165E+07, -1.541703002166613E+05, -4.422703040312093E+05,  1.262297859008634E+04,
2427375.500000000, A.D. 1933-Oct-30 00:00:00.0000, -4.273879813135648E+09,  1.455361338384394E+09,  6.848670987239951E+07, -1.537911338215900E+05, -4.423743259383605E+05,  1.268928602307365E+04,
2427385.500000000, A.D. 1933-Nov-09 00:00:00.0000, -4.275415120888588E+09,  1.450936246234658E+09,  6.861296595137703E+07, -1.533737511569561E+05, -4.426227870928815E+05,  1.261355354699058E+04,
2427395.500000000, A.D. 1933-Nov-19 00:00:00.0000, -4.276945814795483E+09,  1.446509721378616E+09,  6.873927570693594E+07, -1.527800401690800E+05, -4.427712228290040E+05,  1.257286451250896E+04,
2427405.500000000, A.D. 1933-Nov-29 00:00:00.0000, -4.278471930689240E+09,  1.442081522956065E+09,  6.886543945066148E+07, -1.523294869720901E+05, -4.428362336332932E+05,  1.265314104038725E+04,
2427415.500000000, A.D. 1933-Dec-09 00:00:00.0000, -4.279993159153107E+09,  1.437651736357888E+09,  6.899143911647320E+07, -1.519679084077622E+05, -4.430516442451049E+05,  1.262583747808354E+04,
2427425.500000000, A.D. 1933-Dec-19 00:00:00.0000, -4.281509629043660E+09,  1.433220551066494E+09,  6.911748367174417E+07, -1.514077264009130E+05, -4.432598711543998E+05,  1.254192549075245E+04,
2427435.500000000, A.D. 1933-Dec-29 00:00:00.0000, -4.283021549569448E+09,  1.428787776920227E+09,  6.924346496020526E+07, -1.508754059374713E+05, -4.433205710908511E+05,  1.259951390308227E+04,
2427445.500000000, A.D. 1934-Jan-08 00:00:00.0000, -4.284528646932897E+09,  1.424353352633708E+09,  6.936923829185045E+07, -1.505231108188817E+05, -4.434751829643147E+05,  1.262898578467980E+04,
2427455.500000000, A.D. 1934-Jan-18 00:00:00.0000, -4.286030857557831E+09,  1.419917520444419E+09,  6.949499798483288E+07, -1.500331315610406E+05, -4.437192952659925E+05,  1.253371084994049E+04,
2427465.500000000, A.D. 1934-Jan-28 00:00:00.0000, -4.287528474493244E+09,  1.415480214346015E+09,  6.962077170675218E+07, -1.494435725471300E+05, -4.438138817895949E+05,  1.254113818059538E+04,
2427475.500000000, A.D. 1934-Feb-07 00:00:00.0000, -4.289021367951050E+09,  1.411041252684229E+09,  6.974634782144481E+07, -1.490494961573785E+05, -4.439063838382115E+05,  1.261167258602632E+04,
2427485.500000000, A.D. 1934-Feb-17 00:00:00.0000, -4.290509306503876E+09,  1.406600832523404E+09,  6.987182447216797E+07, -1.486362091088074E+05, -4.441475794121199E+05,  1.254150139870750E+04,
2427495.500000000, A.D. 1934-Feb-27 00:00:00.0000, -4.291992540546375E+09,  1.402159040294127E+09,  6.999735304621220E+07, -1.480369567013746E+05, -4.442994198620511E+05,  1.249224637012014E+04,
2427505.500000000, A.D. 1934-Mar-09 00:00:00.0000, -4.293471131366933E+09,  1.397715656493373E+09,  7.012274312480044E+07, -1.475664502331390E+05, -4.443529080402624E+05,  1.257102515632786E+04,
2427515.500000000, A.D. 1934-Mar-19 00:00:00.0000, -4.294944774860447E+09,  1.393270763419940E+09,  7.024795626925373E+07, -1.472035129424120E+05, -4.445506486045625E+05,  1.255217065315170E+04,
2427525.500000000, A.D. 1934-Mar-29 00:00:00.0000, -4.296413582989303E+09,  1.388824575394463E+09,  7.037320588862073E+07, -1.466472964619944E+05, -4.447557700640972E+05,  1.246384370714868E+04,
2427535.500000000, A.D. 1934-Apr-08 00:00:00.0000, -4.297877795724822E+09,  1.384376925508595E+09,  7.049840343086499E+07, -1.461001437236549E+05, -4.448080412561292E+05,  1.251492892741525E+04,
2427545.500000000, A.D. 1934-Apr-18 00:00:00.0000, -4.299337167695971E+09,  1.379927737779774E+09,  7.062338942749083E+07, -1.457421633580691E+05, -4.449408067789164E+05,  1.255217747656583E+04,
2427555.500000000, A.D. 1934-Apr-28 00:00:00.0000, -4.300791620649978E+09,  1.375477257661302E+09,  7.074834886032254E+07, -1.452634706897268E+05, -4.451750097672554E+05,  1.245842249924716E+04,
2427565.500000000, A.D. 1934-May-08 00:00:00.0000, -4.302241465279540E+09,  1.371025441063785E+09,  7.087333132068282E+07, -1.446698088322703E+05, -4.452655067196476E+05,  1.245704237683830E+04,
2427575.500000000, A.D. 1934-May-18 00:00:00.0000, -4.303686613490408E+09,  1.366572087360164E+09,  7.099812259545571E+07, -1.442673850408705E+05, -4.453392178783701E+05,  1.253134304340856E+04,
2427585.500000000, A.D. 1934-May-28 00:00:00.0000, -4.305126821893222E+09,  1.362117371956405E+09,  7.112280102815467E+07, -1.438663286282198E+05, -4.455656801937693E+05,  1.246781199423731E+04,
2427595.500000000, A.D. 1934-Jun-07 00:00:00.0000, -4.306562333114427E+09,  1.357661401225475E+09,  7.124753334889227E+07, -1.432738376249145E+05, -4.457163583438803E+05,  1.241099906575213E+04,
2427605.500000000, A.D. 1934-Jun-17 00:00:00.0000, -4.307993251532633E+09,  1.353203948627714E+09,  7.137214099927878E+07, -1.427952037546222E+05, -4.457584275897623E+05,  1.248792903418531E+04,
2427615.500000000, A.D. 1934-Jun-27 00:00:00.0000, -4.309419280152514E+09,  1.348745058084947E+09,  7.149656443074590E+07, -1.424408999032820E+05, -4.459401467602526E+05,  1.247806767080134E+04,
2427625.500000000, A.D. 1934-Jul-07 00:00:00.0000, -4.310840503690365E+09,  1.344284940465033E+09,  7.162101841789120E+07, -1.418994913072496E+05, -4.461461717443031E+05,  1.238646279255773E+04,
2427635.500000000, A.D. 1934-Jul-17 00:00:00.0000, -4.312257177750533E+09,  1.339823430870082E+09,  7.174543408593476E+07, -1.413467368702209E+05, -4.461976815582702E+05,  1.243065354953190E+04,
2427645.500000000, A.D. 1934-Jul-27 00:00:00.0000, -4.313669070339053E+09,  1.335360419657387E+09,  7.186963769787669E+07, -1.409884437784788E+05, -4.463172636422892E+05,  1.247532859071312E+04,
2427655.500000000, A.D. 1934-Aug-06 00:00:00.0000, -4.315076067321322E+09,  1.330896137601718E+09,  7.199380164741141E+07, -1.405251873706025E+05, -4.465505797484443E+05,  1.238390672962810E+04,
2427665.500000000, A.D. 1934-Aug-16 00:00:00.0000, -4.316478466353904E+09,  1.326430553060933E+09,  7.211799524885511E+07, -1.399296285309147E+05, -4.466479182165721E+05,  1.237339560262902E+04,
2427675.500000000, A.D. 1934-Aug-26 00:00:00.0000, -4.317876190818408E+09,  1.321963452143977E+09,  7.224200253714603E+07, -1.395164825111179E+05, -4.467126798217619E+05,  1.245035236881829E+04,
2427685.500000000, A.D. 1934-Sep-05 00:00:00.0000, -4.319268969870929E+09,  1.317495000537592E+09,  7.236588142735726E+07, -1.391241683028940E+05, -4.469318013936637E+05,  1.239378683736829E+04,
2427695.500000000, A.D. 1934-Sep-15 00:00:00.0000, -4.320657021787581E+09,  1.313025328360500E+09,  7.248981164408857E+07, -1.385348812433767E+05, -4.470889516256130E+05,  1.232951833722218E+04,
2427705.500000000, A.D. 1934-Sep-25 00:00:00.0000, -4.322040471350807E+09,  1.308554215690797E+09,  7.261362701391387E+07, -1.380414563500332E+05, -4.471264587626056E+05,  1.240328332707744E+04,
2427715.500000000, A.D. 1934-Oct-05 00:00:00.0000, -4.323419016642785E+09,  1.304081689046170E+09,  7.273724714148676E+07, -1.376868294590267E+05, -4.472953314911567E+05,  1.240199931052182E+04,
2427725.500000000, A.D. 1934-Oct-15 00:00:00.0000, -4.324792707933426E+09,  1.299607977043119E+09,  7.286088626561552E+07, -1.371528205259186E+05, -4.475028503516294E+05,  1.230755415332626E+04,
2427735.500000000, A.D. 1934-Oct-25 00:00:00.0000, -4.326161814318842E+09,  1.295132940875781E+09,  7.298449650339252E+07, -1.365875150140747E+05, -4.475535559312386E+05,  1.234396862989318E+04,
2427745.500000000, A.D. 1934-Nov-04 00:00:00.0000, -4.327526125325138E+09,  1.290656457996197E+09,  7.310789233020121E+07, -1.362207374521491E+05, -4.476575241655509E+05,  1.239524852494427E+04,
2427755.500000000, A.D. 1934-Nov-14 00:00:00.0000, -4.328885499456399E+09,  1.286178759005916E+09,  7.323123241485131E+07, -1.357664690499587E+05, -4.478846600965448E+05,  1.230676958197578E+04,
2427765.500000000, A.D. 1934-Nov-24 00:00:00.0000, -4.330240229446548E+09,  1.281699846016300E+09,  7.335460654464352E+07, -1.351658116285033E+05, -4.479826386077537E+05,  1.228714026025384E+04,
2427775.500000000, A.D. 1934-Dec-04 00:00:00.0000, -4.331590278161068E+09,  1.277219508576119E+09,  7.347780181536025E+07, -1.347400373050390E+05, -4.480323329201193E+05,  1.236610138088996E+04,
2427785.500000000, A.D. 1934-Dec-14 00:00:00.0000, -4.332935374333037E+09,  1.272737896010730E+09,  7.360085615071577E+07, -1.343560396258008E+05, -4.482372552477034E+05,  1.231725165186753E+04,
2427795.500000000, A.D. 1934-Dec-24 00:00:00.0000, -4.334275724069160E+09,  1.268255155194438E+09,  7.372396088569742E+07, -1.337729778035906E+05, -4.483950347105181E+05,  1.224643930379997E+04,
2427805.500000000, A.D. 1935-Jan-03 00:00:00.0000, -4.335611486344857E+09,  1.263771068827287E+09,  7.384696477284986E+07, -1.332683644232049E+05, -4.484241648253883E+05,  1.231664705972476E+04,
2427815.500000000, A.D. 1935-Jan-13 00:00:00.0000, -4.336942371159566E+09,  1.259285634620158E+09,  7.396976804405755E+07, -1.329167912248868E+05, -4.485764003140680E+05,  1.232437601594609E+04,
2427825.500000000, A.D. 1935-Jan-23 00:00:00.0000, -4.338268403625959E+09,  1.254799081233922E+09,  7.409258248266321E+07, -1.323960534174740E+05, -4.487829107691376E+05,  1.222847173942070E+04,
2427835.500000000, A.D. 1935-Feb-02 00:00:00.0000, -4.339589867334000E+09,  1.250311278676894E+09,  7.421538138901812E+07, -1.318243173602666E+05, -4.488338221365415E+05,  1.225706962099678E+04,
2427845.500000000, A.D. 1935-Feb-12 00:00:00.0000, -4.340906569558317E+09,  1.245822075261080E+09,  7.433796836889529E+07, -1.314520986660453E+05, -4.489239760566144E+05,  1.231465504667818E+04,
2427855.500000000, A.D. 1935-Feb-22 00:00:00.0000, -4.342218334647492E+09,  1.241331692233168E+09,  7.446048644304442E+07, -1.310104431819354E+05, -4.491459314839294E+05,  1.223027406162690E+04,
2427865.500000000, A.D. 1935-Mar-04 00:00:00.0000, -4.343525447575594E+09,  1.236840155066603E+09,  7.458304508986747E+07, -1.304095550975791E+05, -4.492486476539524E+05,  1.220187565192074E+04,
2427875.500000000, A.D. 1935-Mar-14 00:00:00.0000, -4.344827899241747E+09,  1.232347241174947E+09,  7.470543488251311E+07, -1.299723294912768E+05, -4.492891758049504E+05,  1.228196750399014E+04,
2427885.500000000, A.D. 1935-Mar-24 00:00:00.0000, -4.346125400242735E+09,  1.227853076160326E+09,  7.482767147716922E+07, -1.295954837164971E+05, -4.494843016248172E+05,  1.224113766314658E+04,
2427895.500000000, A.D. 1935-Apr-03 00:00:00.0000, -4.347418124704870E+09,  1.223357824496344E+09,  7.494995459186333E+07, -1.290178938005108E+05, -4.496471247971228E+05,  1.216419481076790E+04,
2427905.500000000, A.D. 1935-Apr-13 00:00:00.0000, -4.348706248908272E+09,  1.218861280077504E+09,  7.507214837603825E+07, -1.284991448607272E+05, -4.496727246450826E+05,  1.222972526679456E+04,
2427915.500000000, A.D. 1935-Apr-23 00:00:00.0000, -4.349989484897248E+09,  1.214363421666727E+09,  7.519413372350502E+07, -1.281449839500392E+05, -4.498107958417222E+05,  1.224592406516492E+04,
2427925.500000000, A.D. 1935-May-03 00:00:00.0000, -4.351267821580530E+09,  1.209864487819866E+09,  7.531611685218608E+07, -1.276324973644027E+05, -4.500168679673809E+05,  1.214897211513544E+04,
2427935.500000000, A.D. 1935-May-13 00:00:00.0000, -4.352541543415132E+09,  1.205364376391221E+09,  7.543809177738589E+07, -1.270489274934936E+05, -4.500677083567330E+05,  1.216885281963097E+04,
2427945.500000000, A.D. 1935-May-23 00:00:00.0000, -4.353810477957209E+09,  1.200862935601587E+09,  7.555985409812671E+07, -1.266649957708836E+05, -4.501407464180866E+05,  1.223173106120553E+04,
2427955.500000000, A.D. 1935-Jun-02 00:00:00.0000, -4.355074433173182E+09,  1.196360391748406E+09,  7.568153099157923E+07, -1.262318316341594E+05, -4.503521400725452E+05,  1.215192068755194E+04,
2427965.500000000, A.D. 1935-Jun-12 00:00:00.0000, -4.356333693112730E+09,  1.191856801109250E+09,  7.580325052985454E+07, -1.256289299626643E+05, -4.504543768528720E+05,  1.211462509542411E+04,
2427975.500000000, A.D. 1935-Jun-22 00:00:00.0000, -4.357588287506565E+09,  1.187351943425971E+09,  7.592480949919230E+07, -1.251782809265663E+05, -4.504799243254880E+05,  1.219472528762084E+04,
2427985.500000000, A.D. 1935-Jul-02 00:00:00.0000, -4.358837929248534E+09,  1.182845928852705E+09,  7.604620233543342E+07, -1.248080028662216E+05, -4.506572857869383E+05,  1.216217583679961E+04,
2427995.500000000, A.D. 1935-Jul-12 00:00:00.0000, -4.360082779524342E+09,  1.178338940996476E+09,  7.616763648095328E+07, -1.242394726404888E+05, -4.508175569189505E+05,  1.207984093087839E+04,
2428005.500000000, A.D. 1935-Jul-22 00:00:00.0000, -4.361323051472097E+09,  1.173830783076591E+09,  7.628899415854263E+07, -1.237116547049027E+05, -4.508341375667398E+05,  1.214010063280527E+04,
2428015.500000000, A.D. 1935-Aug-01 00:00:00.0000, -4.362558480043463E+09,  1.169321404111815E+09,  7.641013896708292E+07, -1.233597872776840E+05, -4.509527645941793E+05,  1.216477337864829E+04,
2428025.500000000, A.D. 1935-Aug-11 00:00:00.0000, -4.363789029366910E+09,  1.164811038825107E+09,  7.653127015957654E+07, -1.228631364611574E+05, -4.511532610637668E+05,  1.206804191652892E+04,
2428035.500000000, A.D. 1935-Aug-21 00:00:00.0000, -4.365014998766780E+09,  1.160299604492973E+09,  7.665240441790551E+07, -1.222782248588032E+05, -4.512019861050263E+05,  1.207948275813683E+04,
2428045.500000000, A.D. 1935-Aug-31 00:00:00.0000, -4.366236255161468E+09,  1.155786924278634E+09,  7.677333234550798E+07, -1.218918750795103E+05, -4.512589429305049E+05,  1.214749669842574E+04,
2428055.500000000, A.D. 1935-Sep-10 00:00:00.0000, -4.367452590969025E+09,  1.151273196658165E+09,  7.689416320107710E+07, -1.214762867414224E+05, -4.514620686507209E+05,  1.207346589474614E+04,
2428065.500000000, A.D. 1935-Sep-20 00:00:00.0000, -4.368664278308008E+09,  1.146758484857987E+09,  7.701504179584700E+07, -1.208811807637804E+05, -4.515693477357138E+05,  1.202797032848432E+04,
2428075.500000000, A.D. 1935-Sep-30 00:00:00.0000, -4.369871374066886E+09,  1.142242552070240E+09,  7.713577261588401E+07, -1.204240180490247E+05, -4.515882134555370E+05,  1.210751425916880E+04,
2428085.500000000, A.D. 1935-Oct-10 00:00:00.0000, -4.371073580101321E+09,  1.137725473128395E+09,  7.725632801299793E+07, -1.200645280335263E+05, -4.517563840590487E+05,  1.208371252876435E+04,
2428095.500000000, A.D. 1935-Oct-20 00:00:00.0000, -4.372271021951609E+09,  1.133207433587971E+09,  7.737691981375748E+07, -1.195088722044607E+05, -4.519242093260920E+05,  1.199678140249280E+04,
2428105.500000000, A.D. 1935-Oct-30 00:00:00.0000, -4.373463920065479E+09,  1.128688237634027E+09,  7.749744782358027E+07, -1.189723087659642E+05, -4.519438529277068E+05,  1.205093635939492E+04,
2428115.500000000, A.D. 1935-Nov-09 00:00:00.0000, -4.374652003342996E+09,  1.124167808343919E+09,  7.761775830977565E+07, -1.186185468795689E+05, -4.520529456822135E+05,  1.208357496458376E+04,
2428125.500000000, A.D. 1935-Nov-19 00:00:00.0000, -4.375835192350713E+09,  1.119646387347611E+09,  7.773804156968898E+07, -1.181337069535576E+05, -4.522560551957806E+05,  1.198779351610909E+04,
2428135.500000000, A.D. 1935-Nov-29 00:00:00.0000, -4.377013781686827E+09,  1.115123916896379E+09,  7.785833586383718E+07, -1.175420892805198E+05, -4.523117840274482E+05,  1.199026536175948E+04,
2428145.500000000, A.D. 1935-Dec-09 00:00:00.0000, -4.378187654422936E+09,  1.110600209339287E+09,  7.797842732448149E+07, -1.171436928653318E+05, -4.523597172678841E+05,  1.206222311872687E+04,
2428155.500000000, A.D. 1935-Dec-19 00:00:00.0000, -4.379356571497830E+09,  1.106075456836099E+09,  7.809840551947665E+07, -1.167349616003016E+05, -4.525575880303501E+05,  1.199419590138827E+04,
2428165.500000000, A.D. 1935-Dec-29 00:00:00.0000, -4.380520781064950E+09,  1.101549755448647E+09,  7.821843047524935E+07, -1.161381572684844E+05, -4.526711198159420E+05,  1.194043067154845E+04,
2428175.500000000, A.D. 1936-Jan-08 00:00:00.0000, -4.381680364604421E+09,  1.097022881134714E+09,  7.833831663318110E+07, -1.156637394473149E+05, -4.526827575287627E+05,  1.201810527222062E+04,
2428185.500000000, A.D. 1936-Jan-18 00:00:00.0000, -4.382835020344027E+09,  1.092494897975611E+09,  7.845801495745188E+07, -1.153039270061882E+05, -4.528373738569220E+05,  1.200281660048622E+04,
2428195.500000000, A.D. 1936-Jan-28 00:00:00.0000, -4.383984844214339E+09,  1.087966014958690E+09,  7.857773990407789E+07, -1.147527847917001E+05, -4.530059411212673E+05,  1.191173002433925E+04,
2428205.500000000, A.D. 1936-Feb-07 00:00:00.0000, -4.385130074672167E+09,  1.083436067277256E+09,  7.869741121025139E+07, -1.142011445209592E+05, -4.530203809929217E+05,  1.195900683346929E+04,
2428215.500000000, A.D. 1936-Feb-17 00:00:00.0000, -4.386270468306716E+09,  1.078904974134069E+09,  7.881686192305988E+07, -1.138408591635215E+05, -4.531098928635224E+05,  1.199927718588091E+04,
2428225.500000000, A.D. 1936-Feb-27 00:00:00.0000, -4.387405932573862E+09,  1.074372982906828E+09,  7.893627249744904E+07, -1.133668613358278E+05, -4.533047974537957E+05,  1.190547309586464E+04,
2428235.500000000, A.D. 1936-Mar-08 00:00:00.0000, -4.388536776086576E+09,  1.069840060990882E+09,  7.905570298203117E+07, -1.127709484000872E+05, -4.533581571991255E+05,  1.189910027455131E+04,
2428245.500000000, A.D. 1936-Mar-18 00:00:00.0000, -4.389662923253459E+09,  1.065306009104289E+09,  7.917493828039837E+07, -1.123634344222743E+05, -4.533883729207591E+05,  1.197454407149940E+04,
2428255.500000000, A.D. 1936-Mar-28 00:00:00.0000, -4.390784129754807E+09,  1.060771001338194E+09,  7.929404829500467E+07, -1.119668120816545E+05, -4.535721036821259E+05,  1.191358590557833E+04,
2428265.500000000, A.D. 1936-Apr-07 00:00:00.0000, -4.391900637535209E+09,  1.056235149037788E+09,  7.941320724106508E+07, -1.113772235882271E+05, -4.536857859520633E+05,  1.185249378749316E+04,
2428275.500000000, A.D. 1936-Apr-17 00:00:00.0000, -4.393012565833961E+09,  1.051698220760508E+09,  7.953224144787109E+07, -1.108941412328026E+05, -4.536875674077577E+05,  1.192785446559013E+04,
2428285.500000000, A.D. 1936-Apr-27 00:00:00.0000, -4.394119615816213E+09,  1.047160245573577E+09,  7.965108034423852E+07, -1.105412625752279E+05, -4.538265962630554E+05,  1.192152570283539E+04,
2428295.500000000, A.D. 1936-May-07 00:00:00.0000, -4.395221852758321E+09,  1.042621438464510E+09,  7.976993886330557E+07, -1.100042708806712E+05, -4.539951309803534E+05,  1.182755525800756E+04,
2428305.500000000, A.D. 1936-May-17 00:00:00.0000, -4.396319536767735E+09,  1.038081646213781E+09,  7.988875785964221E+07, -1.094473807023131E+05, -4.540080703679115E+05,  1.186772768963705E+04,
2428315.500000000, A.D. 1936-May-27 00:00:00.0000, -4.397412445898041E+09,  1.033540755555950E+09,  8.000735723370916E+07, -1.090867179879970E+05, -4.540834556221458E+05,  1.191528496482005E+04,
2428325.500000000, A.D. 1936-Jun-06 00:00:00.0000, -4.398500455543327E+09,  1.028998999005451E+09,  8.012590395805055E+07, -1.086288548171746E+05, -4.542758712698810E+05,  1.182433838064512E+04,
2428335.500000000, A.D. 1936-Jun-16 00:00:00.0000, -4.399583865170110E+09,  1.024456359406898E+09,  8.024447798299134E+07, -1.080331654658705E+05, -4.543347512742315E+05,  1.180896871338032E+04,
2428345.500000000, A.D. 1936-Jun-26 00:00:00.0000, -4.400662620839869E+09,  1.019912622680371E+09,  8.036286397168088E+07, -1.076171046665579E+05, -4.543556132068959E+05,  1.188681814254873E+04,
2428355.500000000, A.D. 1936-Jul-06 00:00:00.0000, -4.401736454915807E+09,  1.015367942856280E+09,  8.048111025540715E+07, -1.072310457461749E+05, -4.545318449317979E+05,  1.183314790102254E+04,
2428365.500000000, A.D. 1936-Jul-16 00:00:00.0000, -4.402805580027781E+09,  1.010822449518780E+09,  8.059940226475990E+07, -1.066469077466529E+05, -4.546523457572518E+05,  1.176480221522329E+04,
2428375.500000000, A.D. 1936-Jul-26 00:00:00.0000, -4.403870129796158E+09,  1.006275918396146E+09,  8.071757893000585E+07, -1.061502599701211E+05, -4.546500296588398E+05,  1.183649145315903E+04,
2428385.500000000, A.D. 1936-Aug-05 00:00:00.0000, -4.404929799879473E+09,  1.001728367990445E+09,  8.083554938677073E+07, -1.057980463483282E+05, -4.547753989757303E+05,  1.183875954672678E+04,
2428395.500000000, A.D. 1936-Aug-15 00:00:00.0000, -4.405984627735016E+09,  9.971800335229295E+08,  8.095352777998525E+07, -1.052709523732790E+05, -4.549446248468202E+05,  1.174241409484918E+04,
2428405.500000000, A.D. 1936-Aug-25 00:00:00.0000, -4.407034890028394E+09,  9.926307854313090E+08,  8.107147639096570E+07, -1.047043201805158E+05, -4.549568406539570E+05,  1.177458276461654E+04,
2428415.500000000, A.D. 1936-Sep-04 00:00:00.0000, -4.408080388346366E+09,  9.880804967785900E+08,  8.118920413551134E+07, -1.043372676839414E+05, -4.550164101069085E+05,  1.182854950580295E+04,
2428425.500000000, A.D. 1936-Sep-14 00:00:00.0000, -4.409120975570987E+09,  9.835293999388810E+08,  8.130686384151864E+07, -1.038916362778210E+05, -4.552020556465842E+05,  1.174109116425573E+04,
2428435.500000000, A.D. 1936-Sep-24 00:00:00.0000, -4.410156952615419E+09,  9.789775056800609E+08,  8.142455584584755E+07, -1.032951900007170E+05, -4.552625520286892E+05,  1.171669040851567E+04,
2428445.500000000, A.D. 1936-Oct-04 00:00:00.0000, -4.411188304168648E+09,  9.744245935832061E+08,  8.154206802524608E+07, -1.028695366820367E+05, -4.552702472547439E+05,  1.179610638906509E+04,
2428455.500000000, A.D. 1936-Oct-14 00:00:00.0000, -4.412214757465264E+09,  9.698707959054163E+08,  8.165942756510729E+07, -1.024940308990198E+05, -4.554338940676812E+05,  1.175031126926425E+04,
2428465.500000000, A.D. 1936-Oct-24 00:00:00.0000, -4.413236505048596E+09,  9.653162586683490E+08,  8.177683014921319E+07, -1.019185738310983E+05, -4.555563951569254E+05,  1.167558759525635E+04,
2428475.500000000, A.D. 1936-Nov-03 00:00:00.0000, -4.414253712943329E+09,  9.607607675298350E+08,  8.189413109779757E+07, -1.014132901893004E+05, -4.555470008873957E+05,  1.174331489847266E+04,
