            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2406325.500000000, A.D. 1876-Mar-12 00:00:00.0000,  3.686317990588298E+09,  2.507265519078439E+09, -1.365585628571675E+08, -2.660742961135313E+05,  3.907290852293747E+05, -1.892570726669420E+03,
2406335.500000000, A.D. 1876-Mar-22 00:00:00.0000,  3.683654752303370E+09,  2.511170849127906E+09, -1.365778032504051E+08, -2.666007389871123E+05,  3.904300979546597E+05, -1.888218440503152E+03,
2406345.500000000, A.D. 1876-Apr-01 00:00:00.0000,  3.680987565049603E+09,  2.515073628217496E+09, -1.365967953852884E+08, -2.669371519057424E+05,  3.900728910464250E+05, -1.939597854262390E+03,
2406355.500000000, A.D. 1876-Apr-11 00:00:00.0000,  3.678316167299706E+09,  2.518973717401783E+09, -1.366156169758561E+08, -2.672541599065582E+05,  3.898844478278495E+05, -1.874283597266380E+03,
2406365.500000000, A.D. 1876-Apr-21 00:00:00.0000,  3.675640793134773E+09,  2.522870957751022E+09, -1.366343986850666E+08, -2.677720579845726E+05,  3.896532991825553E+05, -1.823129175939283E+03,
2406375.500000000, A.D. 1876-May-01 00:00:00.0000,  3.672961571863220E+09,  2.526765585205724E+09, -1.366529849418331E+08, -2.681883747282410E+05,  3.892789927287386E+05, -1.880242995447213E+03,
2406385.500000000, A.D. 1876-May-11 00:00:00.0000,  3.670278201910687E+09,  2.530657618820008E+09, -1.366713391745877E+08, -2.684636876651147E+05,  3.890335468045467E+05, -1.858381020399055E+03,
2406395.500000000, A.D. 1876-May-21 00:00:00.0000,  3.667590744911232E+09,  2.534546817992294E+09, -1.366896397035295E+08, -2.689242522195264E+05,  3.888551315436593E+05, -1.775491734879336E+03,
2406405.500000000, A.D. 1876-May-31 00:00:00.0000,  3.664899471790456E+09,  2.538433319964932E+09, -1.367078164800791E+08, -2.694146009025960E+05,  3.885093857668157E+05, -1.808041280843385E+03,
2406415.500000000, A.D. 1876-Jun-10 00:00:00.0000,  3.662204155773656E+09,  2.542317298836243E+09, -1.367257321765753E+08, -2.697026453364992E+05,  3.881984910994948E+05, -1.832332924139481E+03,
2406425.500000000, A.D. 1876-Jun-20 00:00:00.0000,  3.659504648908758E+09,  2.546198524435661E+09, -1.367435375689577E+08, -2.700835023414959E+05,  3.880348996146587E+05, -1.745975868631523E+03,
2406435.500000000, A.D. 1876-Jun-30 00:00:00.0000,  3.656801249000110E+09,  2.550076964739049E+09, -1.367612781910983E+08, -2.706127934917890E+05,  3.877483234670019E+05, -1.734058297172999E+03,
2406445.500000000, A.D. 1876-Jul-10 00:00:00.0000,  3.654093905615573E+09,  2.553952866769073E+09, -1.367787744987518E+08, -2.709623264363878E+05,  3.873874611519609E+05, -1.788183962513342E+03,
2406455.500000000, A.D. 1876-Jul-20 00:00:00.0000,  3.651382329615446E+09,  2.557826104870543E+09, -1.367960871636511E+08, -2.712731898074987E+05,  3.871924765739896E+05, -1.728276142120538E+03,
2406465.500000000, A.D. 1876-Jul-30 00:00:00.0000,  3.648666725227711E+09,  2.561696488185510E+09, -1.368133587379645E+08, -2.717885963267974E+05,  3.869698951218073E+05, -1.670624264092348E+03,
2406475.500000000, A.D. 1876-Aug-09 00:00:00.0000,  3.645947248207934E+09,  2.565564232081085E+09, -1.368304432969428E+08, -2.722209973720430E+05,  3.865953917159945E+05, -1.725710201533843E+03,
2406485.500000000, A.D. 1876-Aug-19 00:00:00.0000,  3.643223596526693E+09,  2.569429374814840E+09, -1.368472859031272E+08, -2.724989808038461E+05,  3.863371811695975E+05, -1.710990574919926E+03,
2406495.500000000, A.D. 1876-Aug-29 00:00:00.0000,  3.640495794200830E+09,  2.573291657356934E+09, -1.368640653741448E+08, -2.729527259446141E+05,  3.861593888496523E+05, -1.625189636682864E+03,
2406505.500000000, A.D. 1876-Sep-08 00:00:00.0000,  3.637764126159952E+09,  2.577151177637647E+09, -1.368807288961663E+08, -2.734561162649367E+05,  3.858152385185939E+05, -1.651607417084527E+03,
2406515.500000000, A.D. 1876-Sep-18 00:00:00.0000,  3.635028394375916E+09,  2.581008113149762E+09, -1.368971285198873E+08, -2.737541946484565E+05,  3.854880095738135E+05, -1.681800818600448E+03,
2406525.500000000, A.D. 1876-Sep-28 00:00:00.0000,  3.632288432822408E+09,  2.584862233520252E+09, -1.369134053309335E+08, -2.741252549741361E+05,  3.853144581896653E+05, -1.597452977097141E+03,
2406535.500000000, A.D. 1876-Oct-08 00:00:00.0000,  3.629544543416324E+09,  2.588713472178681E+09, -1.369296227934499E+08, -2.746571394425185E+05,  3.850292879885935E+05, -1.577961444603138E+03,
2406545.500000000, A.D. 1876-Oct-18 00:00:00.0000,  3.626796719481424E+09,  2.592562071407082E+09, -1.369456021044531E+08, -2.750185029500396E+05,  3.846544199667861E+05, -1.634327780005768E+03,
2406555.500000000, A.D. 1876-Oct-28 00:00:00.0000,  3.624044677690075E+09,  2.596407923287561E+09, -1.369613879383510E+08, -2.753190924793242E+05,  3.844419375223579E+05, -1.580629029388958E+03,
2406565.500000000, A.D. 1876-Nov-07 00:00:00.0000,  3.621288618524660E+09,  2.600250825540756E+09, -1.369771340814513E+08, -2.758238249506075E+05,  3.842197419008979E+05, -1.517209036952999E+03,
2406575.500000000, A.D. 1876-Nov-17 00:00:00.0000,  3.618528733750645E+09,  2.604090992520089E+09, -1.369927052550480E+08, -2.762641838905522E+05,  3.838398832045816E+05, -1.569872770520929E+03,
2406585.500000000, A.D. 1876-Nov-27 00:00:00.0000,  3.615764735639568E+09,  2.607928494289120E+09, -1.370080294540373E+08, -2.765366227925417E+05,  3.835641940208997E+05, -1.562762094934929E+03,
2406595.500000000, A.D. 1876-Dec-07 00:00:00.0000,  3.612996624763024E+09,  2.611763077947482E+09, -1.370232849322915E+08, -2.769725619175307E+05,  3.833841208006714E+05, -1.475251012129242E+03,
2406605.500000000, A.D. 1876-Dec-17 00:00:00.0000,  3.610224701990982E+09,  2.615594828937665E+09, -1.370384364537052E+08, -2.774774954963140E+05,  3.830430420945414E+05, -1.495555691678707E+03,
2406615.500000000, A.D. 1876-Dec-27 00:00:00.0000,  3.607448796087956E+09,  2.619423953104940E+09, -1.370533262393310E+08, -2.777769450384919E+05,  3.827033475092318E+05, -1.531568257441575E+03,
2406625.500000000, A.D. 1877-Jan-06 00:00:00.0000,  3.604668713933814E+09,  2.623250245719771E+09, -1.370680833066652E+08, -2.781302215445802E+05,  3.825242806994822E+05, -1.450196612259973E+03,
2406635.500000000, A.D. 1877-Jan-16 00:00:00.0000,  3.601884743303428E+09,  2.627073624803774E+09, -1.370827875169537E+08, -2.786566994430245E+05,  3.822476166651129E+05, -1.423332678306460E+03,
2406645.500000000, A.D. 1877-Jan-26 00:00:00.0000,  3.599096906044669E+09,  2.630894340740459E+09, -1.370972618315023E+08, -2.790251721011805E+05,  3.818684820046017E+05, -1.481263179838643E+03,
2406655.500000000, A.D. 1877-Feb-05 00:00:00.0000,  3.596304905505971E+09,  2.634712322855395E+09, -1.371115325132401E+08, -2.793145053169667E+05,  3.816482554435653E+05, -1.433940436590730E+03,
2406665.500000000, A.D. 1877-Feb-15 00:00:00.0000,  3.593508900990160E+09,  2.638527363836451E+09, -1.371257606743731E+08, -2.798088705217512E+05,  3.814354915026134E+05, -1.364859837273978E+03,
2406675.500000000, A.D. 1877-Feb-25 00:00:00.0000,  3.590709092968881E+09,  2.642339662641583E+09, -1.371398225868442E+08, -2.802599780065533E+05,  3.810597000889417E+05, -1.414020757352333E+03,
2406685.500000000, A.D. 1877-Mar-07 00:00:00.0000,  3.587905193370789E+09,  2.646149309486051E+09, -1.371536295414591E+08, -2.805331147988317E+05,  3.807738227765896E+05, -1.414014482760850E+03,
2406695.500000000, A.D. 1877-Mar-17 00:00:00.0000,  3.585097162106377E+09,  2.649956046645650E+09, -1.371673568494480E+08, -2.809574219576630E+05,  3.805961596201003E+05, -1.325063413016085E+03,
2406705.500000000, A.D. 1877-Mar-27 00:00:00.0000,  3.582285299220692E+09,  2.653759927845961E+09, -1.371809869902211E+08, -2.814704723347647E+05,  3.802623995526675E+05, -1.338417774987620E+03,
2406715.500000000, A.D. 1877-Apr-06 00:00:00.0000,  3.579469453884305E+09,  2.657561163199793E+09, -1.371943541472539E+08, -2.817804252198657E+05,  3.799121260248123E+05, -1.379325169269886E+03,
2406725.500000000, A.D. 1877-Apr-16 00:00:00.0000,  3.576649407576397E+09,  2.661359551462559E+09, -1.372075747577957E+08, -2.821240031209078E+05,  3.797253973876744E+05, -1.301330728721538E+03,
2406735.500000000, A.D. 1877-Apr-26 00:00:00.0000,  3.573825441177850E+09,  2.665154976465593E+09, -1.372207455544832E+08, -2.826501378762540E+05,  3.794547393598483E+05, -1.267007767120051E+03,
2406745.500000000, A.D. 1877-May-06 00:00:00.0000,  3.570997613079175E+09,  2.668947685252271E+09, -1.372336932429518E+08, -2.830321783500153E+05,  3.790689014161471E+05, -1.325525100055475E+03,
2406755.500000000, A.D. 1877-May-16 00:00:00.0000,  3.568165619976606E+09,  2.672737628263626E+09, -1.372464258221611E+08, -2.833164873564309E+05,  3.788347140960594E+05, -1.284841597554516E+03,
2406765.500000000, A.D. 1877-May-26 00:00:00.0000,  3.565329597065243E+09,  2.676524577577608E+09, -1.372591121786329E+08, -2.838022922993454E+05,  3.786240505924210E+05, -1.210755764447035E+03,
2406775.500000000, A.D. 1877-Jun-05 00:00:00.0000,  3.562489774341787E+09,  2.680308710410383E+09, -1.372716430669283E+08, -2.842643068872592E+05,  3.782466551002174E+05, -1.255973629661624E+03,
2406785.500000000, A.D. 1877-Jun-15 00:00:00.0000,  3.559645885768204E+09,  2.684090138791174E+09, -1.372839150257308E+08, -2.845382643074470E+05,  3.779445223680151E+05, -1.263254812512091E+03,
2406795.500000000, A.D. 1877-Jun-25 00:00:00.0000,  3.556797867808272E+09,  2.687868609553690E+09, -1.372960994703391E+08, -2.849479655767555E+05,  3.777630191866856E+05, -1.174013188183286E+03,
2406805.500000000, A.D. 1877-Jul-05 00:00:00.0000,  3.553946030554343E+09,  2.691644154314717E+09, -1.373081974823667E+08, -2.854640060909357E+05,  3.774330119087556E+05, -1.180569902297436E+03,
2406815.500000000, A.D. 1877-Jul-15 00:00:00.0000,  3.551090257300914E+09,  2.695416997817955E+09, -1.373200375261449E+08, -2.857801021075180E+05,  3.770702012261395E+05, -1.226355649839185E+03,
2406825.500000000, A.D. 1877-Jul-25 00:00:00.0000,  3.548230317202453E+09,  2.699186964474017E+09, -1.373317223930470E+08, -2.861086560631871E+05,  3.768748564533449E+05, -1.152880570007178E+03,
2406835.500000000, A.D. 1877-Aug-04 00:00:00.0000,  3.545366476415326E+09,  2.702953931401674E+09, -1.373433631135538E+08, -2.866287939917824E+05,  3.766120953209364E+05, -1.111569912450088E+03,
2406845.500000000, A.D. 1877-Aug-14 00:00:00.0000,  3.542498814710253E+09,  2.706718150846605E+09, -1.373547907339656E+08, -2.870212357004075E+05,  3.762230658414298E+05, -1.170194096856703E+03,
2406855.500000000, A.D. 1877-Aug-24 00:00:00.0000,  3.539627018158821E+09,  2.710479602192284E+09, -1.373659946357150E+08, -2.872990651921345E+05,  3.759779677801150E+05, -1.136638826635052E+03,
2406865.500000000, A.D. 1877-Sep-03 00:00:00.0000,  3.536751185670864E+09,  2.714238049797545E+09, -1.373771487851136E+08, -2.877743072462667E+05,  3.757731441169152E+05, -1.058193694509921E+03,
2406875.500000000, A.D. 1877-Sep-13 00:00:00.0000,  3.533871558223278E+09,  2.717993653547505E+09, -1.373881581916850E+08, -2.882472536740127E+05,  3.753998433282246E+05, -1.098745491495485E+03,
2406885.500000000, A.D. 1877-Sep-23 00:00:00.0000,  3.530987876515954E+09,  2.721746545852495E+09, -1.373989043125488E+08, -2.885257163612036E+05,  3.750860965582398E+05, -1.112872242025009E+03,
2406895.500000000, A.D. 1877-Oct-03 00:00:00.0000,  3.528100037256471E+09,  2.725496473468698E+09, -1.374095518256118E+08, -2.889246430076241E+05,  3.749031771792729E+05, -1.023766002481928E+03,
2406905.500000000, A.D. 1877-Oct-13 00:00:00.0000,  3.525208346092123E+09,  2.729243432869144E+09, -1.374201199193964E+08, -2.894471161414696E+05,  3.745795044509108E+05, -1.022936986780836E+03,
2406915.500000000, A.D. 1877-Oct-23 00:00:00.0000,  3.522312715892790E+09,  2.732987651760143E+09, -1.374304323896805E+08, -2.897755612119386E+05,  3.742064620169212E+05, -1.072528363909886E+03,
2406925.500000000, A.D. 1877-Nov-02 00:00:00.0000,  3.519412892125371E+09,  2.736728971145856E+09, -1.374405756480473E+08, -2.900967219719832E+05,  3.740011583160834E+05, -1.003598523726491E+03,
2406935.500000000, A.D. 1877-Nov-12 00:00:00.0000,  3.516509116420636E+09,  2.740467235648971E+09, -1.374506739344708E+08, -2.906162385338945E+05,  3.737426566684971E+05, -9.550898738006758E+02,
2406945.500000000, A.D. 1877-Nov-22 00:00:00.0000,  3.513601498809038E+09,  2.744202676390696E+09, -1.374605655023285E+08, -2.910244580432451E+05,  3.733461492529429E+05, -1.012720481178684E+03,
2406955.500000000, A.D. 1877-Dec-02 00:00:00.0000,  3.510689731254233E+09,  2.747935285668174E+09, -1.374702220060643E+08, -2.913009388116552E+05,  3.730829850338197E+05, -9.862160807287602E+02,
2406965.500000000, A.D. 1877-Dec-12 00:00:00.0000,  3.507773891274318E+09,  2.751664809364668E+09, -1.374798216446896E+08, -2.917670623263285E+05,  3.728752680978272E+05, -9.038544436967854E+02,
2406975.500000000, A.D. 1877-Dec-22 00:00:00.0000,  3.504854247584137E+09,  2.755391379042327E+09, -1.374892858335496E+08, -2.922503448655735E+05,  3.724982756552298E+05, -9.390928033878254E+02,
2406985.500000000, A.D. 1878-Jan-01 00:00:00.0000,  3.501930572446803E+09,  2.759115140984037E+09, -1.374984835682331E+08, -2.925322552637830E+05,  3.721643209659881E+05, -9.598581584423613E+02,
2406995.500000000, A.D. 1878-Jan-11 00:00:00.0000,  3.499002750787918E+09,  2.762835845924058E+09, -1.375075728875612E+08, -2.929152489142204E+05,  3.719709034365746E+05, -8.718772242909978E+02,
2407005.500000000, A.D. 1878-Jan-21 00:00:00.0000,  3.496071105952442E+09,  2.766553471980964E+09, -1.375165918395184E+08, -2.934359945457639E+05,  3.716481786064912E+05, -8.637410423097975E+02,
2407015.500000000, A.D. 1878-Jan-31 00:00:00.0000,  3.493135590271314E+09,  2.770268266983728E+09, -1.375253610826782E+08, -2.937699744927402E+05,  3.712613398069675E+05, -9.167543859581265E+02,
2407025.500000000, A.D. 1878-Feb-10 00:00:00.0000,  3.490195938711069E+09,  2.773980101290918E+09, -1.375339508425530E+08, -2.940754856680719E+05,  3.710422705329419E+05, -8.533527873848882E+02,
2407035.500000000, A.D. 1878-Feb-20 00:00:00.0000,  3.487252379452111E+09,  2.777688809354422E+09, -1.375424984058429E+08, -2.945831784665994E+05,  3.707872621529219E+05, -7.984675034488973E+02,
2407045.500000000, A.D. 1878-Mar-02 00:00:00.0000,  3.484305055686239E+09,  2.781394625729207E+09, -1.375508509988701E+08, -2.949971513512866E+05,  3.703865957418911E+05, -8.548430127937728E+02,
2407055.500000000, A.D. 1878-Mar-12 00:00:00.0000,  3.481353663659106E+09,  2.785097581898168E+09, -1.375589624344833E+08, -2.952644516780513E+05,  3.701098635499121E+05, -8.359475569775598E+02,
2407065.500000000, A.D. 1878-Mar-22 00:00:00.0000,  3.478398247021619E+09,  2.788797431190572E+09, -1.375670126900135E+08, -2.957131998501073E+05,  3.699052736185603E+05, -7.507102864630305E+02,
2407075.500000000, A.D. 1878-Apr-01 00:00:00.0000,  3.475439082928771E+09,  2.792494293955539E+09, -1.375749397146527E+08, -2.962001395527938E+05,  3.695338678641012E+05, -7.804048864831572E+02,
2407085.500000000, A.D. 1878-Apr-11 00:00:00.0000,  3.472475960397976E+09,  2.796188344152713E+09, -1.375826006844093E+08, -2.964826532546559E+05,  3.691902689273133E+05, -8.076354928887454E+02,
2407095.500000000, A.D. 1878-Apr-21 00:00:00.0000,  3.469508729184057E+09,  2.799879357173009E+09, -1.375901434546458E+08, -2.968492557101005E+05,  3.689970379046189E+05, -7.214281858077200E+02,
2407105.500000000, A.D. 1878-May-01 00:00:00.0000,  3.466537688838157E+09,  2.803567296269890E+09, -1.375976221790819E+08, -2.973700596362219E+05,  3.686863250649690E+05, -7.056439678832533E+02,
2407115.500000000, A.D. 1878-May-11 00:00:00.0000,  3.463562803421620E+09,  2.807252413157362E+09, -1.376048555764958E+08, -2.977154245195531E+05,  3.682960270912612E+05, -7.610914200760795E+02,
2407125.500000000, A.D. 1878-May-21 00:00:00.0000,  3.460583779379864E+09,  2.810934595634813E+09, -1.376118963525234E+08, -2.980134858918567E+05,  3.680704752953688E+05, -7.033453759585250E+02,
2407135.500000000, A.D. 1878-May-31 00:00:00.0000,  3.457600808946212E+09,  2.814613652871549E+09, -1.376188926087686E+08, -2.985173611743246E+05,  3.678246204723093E+05, -6.420279180296717E+02,
2407145.500000000, A.D. 1878-Jun-10 00:00:00.0000,  3.454614050825215E+09,  2.818289797880195E+09, -1.376257015395540E+08, -2.989473558688569E+05,  3.674244039805667E+05, -6.959310804696870E+02,
2407155.500000000, A.D. 1878-Jun-20 00:00:00.0000,  3.451623198784313E+09,  2.821963073892292E+09, -1.376322594061917E+08, -2.992177980645662E+05,  3.671345617385740E+05, -6.842504561989209E+02,
2407165.500000000, A.D. 1878-Jun-30 00:00:00.0000,  3.448628261257703E+09,  2.825633214197848E+09, -1.376387466355468E+08, -2.996591441805408E+05,  3.669298151520421E+05, -5.965029929683425E+02,
2407175.500000000, A.D. 1878-Jul-10 00:00:00.0000,  3.445629531743623E+09,  2.829300301080471E+09, -1.376451193446944E+08, -3.001579714532872E+05,  3.665604212795104E+05, -6.199002828567224E+02,
2407185.500000000, A.D. 1878-Jul-20 00:00:00.0000,  3.442626828009471E+09,  2.832964519162889E+09, -1.376512242400742E+08, -3.004509351109446E+05,  3.662016808031579E+05, -6.528477906081924E+02,
2407195.500000000, A.D. 1878-Jul-30 00:00:00.0000,  3.439619973191512E+09,  2.836625647500042E+09, -1.376571977947525E+08, -3.008086986628650E+05,  3.659988497914757E+05, -5.689546280762038E+02,
2407205.500000000, A.D. 1878-Aug-09 00:00:00.0000,  3.436609263594554E+09,  2.840283611677546E+09, -1.376631117887701E+08, -3.013327021141665E+05,  3.656899853363032E+05, -5.455003772176816E+02,
2407215.500000000, A.D. 1878-Aug-19 00:00:00.0000,  3.433594704186275E+09,  2.843938655735791E+09, -1.376687865176640E+08, -3.016916093764710E+05,  3.652864650907497E+05, -6.027786835803724E+02,
2407225.500000000, A.D. 1878-Aug-29 00:00:00.0000,  3.430576002442098E+09,  2.847590684989391E+09, -1.376742577983142E+08, -3.019822442343920E+05,  3.650432640133699E+05, -5.513578969516395E+02,
2407235.500000000, A.D. 1878-Sep-08 00:00:00.0000,  3.427553337593416E+09,  2.851239489892592E+09, -1.376796841262993E+08, -3.024778619909650E+05,  3.647963620781780E+05, -4.843774337015652E+02,
2407245.500000000, A.D. 1878-Sep-18 00:00:00.0000,  3.424526904812251E+09,  2.854885269459973E+09, -1.376849350936998E+08, -3.029180181797437E+05,  3.643890844412938E+05, -5.355181381824622E+02,
2407255.500000000, A.D. 1878-Sep-28 00:00:00.0000,  3.421496419569804E+09,  2.858528092054191E+09, -1.376899309862587E+08, -3.031851499699393E+05,  3.640792220333685E+05, -5.315774679010907E+02,
2407265.500000000, A.D. 1878-Oct-08 00:00:00.0000,  3.418461874520356E+09,  2.862167697156686E+09, -1.376948513247682E+08, -3.036095055698247E+05,  3.638696184675478E+05, -4.425663973862776E+02,
2407275.500000000, A.D. 1878-Oct-18 00:00:00.0000,  3.415423579371334E+09,  2.865804159525681E+09, -1.376996695774567E+08, -3.041108092367784E+05,  3.635017266007363E+05, -4.596155883761760E+02,
2407285.500000000, A.D. 1878-Oct-28 00:00:00.0000,  3.412381375044041E+09,  2.869437690245681E+09, -1.377042226613588E+08, -3.044072307884524E+05,  3.631284975047964E+05, -4.981694664764881E+02,
2407295.500000000, A.D. 1878-Nov-07 00:00:00.0000,  3.409335058521292E+09,  2.873068090061684E+09, -1.377086342668004E+08, -3.047487973386730E+05,  3.629171380612702E+05, -4.176096250812492E+02,
2407305.500000000, A.D. 1878-Nov-17 00:00:00.0000,  3.406284912856395E+09,  2.876695267917295E+09, -1.377129922783802E+08, -3.052681682385769E+05,  3.626141482518148E+05, -3.867307264025960E+02,
2407315.500000000, A.D. 1878-Nov-27 00:00:00.0000,  3.403230969385315E+09,  2.880319474316710E+09, -1.377171190970229E+08, -3.056361264072580E+05,  3.622037651927725E+05, -4.451419913031529E+02,
2407325.500000000, A.D. 1878-Dec-07 00:00:00.0000,  3.400172921131214E+09,  2.883940643447598E+09, -1.377210318848614E+08, -3.059174824020287E+05,  3.619484553999594E+05, -4.003160635762825E+02,
2407335.500000000, A.D. 1878-Dec-17 00:00:00.0000,  3.397110912852257E+09,  2.887558552614314E+09, -1.377248967502360E+08, -3.064028424675561E+05,  3.617060549237629E+05, -3.279680065656407E+02,
2407345.500000000, A.D. 1878-Dec-27 00:00:00.0000,  3.394045157867055E+09,  2.891173382134948E+09, -1.377285963091539E+08, -3.068529771431958E+05,  3.612985149478411E+05, -3.754052886169305E+02,
2407355.500000000, A.D. 1879-Jan-06 00:00:00.0000,  3.390975383231919E+09,  2.894785224281350E+09, -1.377320346736820E+08, -3.071199769449309E+05,  3.609746943333360E+05, -3.786838377290813E+02,
2407365.500000000, A.D. 1879-Jan-16 00:00:00.0000,  3.387901543067091E+09,  2.898393823444951E+09, -1.377353866528252E+08, -3.075314870995337E+05,  3.607638629486133E+05, -2.885864492063618E+02,
2407375.500000000, A.D. 1879-Jan-26 00:00:00.0000,  3.384823942863286E+09,  2.901999224036644E+09, -1.377386430607809E+08, -3.080393427503878E+05,  3.604001350856800E+05, -2.984638291735479E+02,
2407385.500000000, A.D. 1879-Feb-05 00:00:00.0000,  3.381742446718911E+09,  2.905601640467623E+09, -1.377416334521362E+08, -3.083452386774893E+05,  3.600134293015073E+05, -3.416710616499785E+02,
2407395.500000000, A.D. 1879-Feb-15 00:00:00.0000,  3.378656829184313E+09,  2.909200881112756E+09, -1.377444679572959E+08, -3.086759485370883E+05,  3.597913567222080E+05, -2.647455455349174E+02,
2407405.500000000, A.D. 1879-Feb-25 00:00:00.0000,  3.375567361665036E+09,  2.912796823719306E+09, -1.377472503542062E+08, -3.091936021351673E+05,  3.594914156312277E+05, -2.263004151054353E+02,
2407415.500000000, A.D. 1879-Mar-07 00:00:00.0000,  3.372474110094704E+09,  2.916389708502533E+09, -1.377498079336559E+08, -3.095739874670613E+05,  3.590711141377240E+05, -2.849154740906144E+02,
2407425.500000000, A.D. 1879-Mar-17 00:00:00.0000,  3.369376769122152E+09,  2.919979486954093E+09, -1.377521403506222E+08, -3.098487678999665E+05,  3.587980356197421E+05, -2.469629472647874E+02,
2407435.500000000, A.D. 1879-Mar-27 00:00:00.0000,  3.366275467121328E+09,  2.923565918275761E+09, -1.377544214363511E+08, -3.103222617072786E+05,  3.585541916903988E+05, -1.699554618137739E+02,
2407445.500000000, A.D. 1879-Apr-06 00:00:00.0000,  3.363170453153386E+09,  2.927149169004109E+09, -1.377565490332347E+08, -3.107798188755388E+05,  3.581433581629925E+05, -2.131770629331776E+02,
2407455.500000000, A.D. 1879-Apr-16 00:00:00.0000,  3.360061474626811E+09,  2.930729362600254E+09, -1.377584119687084E+08, -3.110455586962694E+05,  3.578018976914515E+05, -2.236755165136699E+02,
2407465.500000000, A.D. 1879-Apr-26 00:00:00.0000,  3.356948458084939E+09,  2.934306250921532E+09, -1.377601799343489E+08, -3.114400020188823E+05,  3.575853596483008E+05, -1.336199053231553E+02,
2407475.500000000, A.D. 1879-May-06 00:00:00.0000,  3.353831717323647E+09,  2.937879857736729E+09, -1.377618625965391E+08, -3.119479282388618E+05,  3.572243751150533E+05, -1.365134237522831E+02,
2407485.500000000, A.D. 1879-May-16 00:00:00.0000,  3.350711149325581E+09,  2.941450415689480E+09, -1.377632843188034E+08, -3.122583805765912E+05,  3.568248006979332E+05, -1.842661537771072E+02,
2407495.500000000, A.D. 1879-May-26 00:00:00.0000,  3.347586510070191E+09,  2.945017760561683E+09, -1.377645404996641E+08, -3.125731856416693E+05,  3.565927069575691E+05, -1.120926788729776E+02,
2407505.500000000, A.D. 1879-Jun-05 00:00:00.0000,  3.344458052665746E+09,  2.948581757025934E+09, -1.377657494662398E+08, -3.130828180873896E+05,  3.562988217796950E+05, -6.675208807576354E+01,
2407515.500000000, A.D. 1879-Jun-15 00:00:00.0000,  3.341325869178479E+09,  2.952142646617682E+09, -1.377667447588104E+08, -3.134715777218345E+05,  3.558740404742244E+05, -1.252220501977718E+02,
2407525.500000000, A.D. 1879-Jun-25 00:00:00.0000,  3.338189651049769E+09,  2.955700411831367E+09, -1.377675080309718E+08, -3.137376903281036E+05,  3.555887505942312E+05, -9.470756533351974E+01,
2407535.500000000, A.D. 1879-Jul-05 00:00:00.0000,  3.335049493150260E+09,  2.959254814451963E+09, -1.377682172615031E+08, -3.141977924063887E+05,  3.553503515897131E+05, -1.370040676358144E+01,
2407545.500000000, A.D. 1879-Jul-15 00:00:00.0000,  3.331905647755290E+09,  2.962806010520249E+09, -1.377687842519547E+08, -3.146642821437667E+05,  3.549441465736255E+05, -5.196824396437023E+01,
2407555.500000000, A.D. 1879-Jul-25 00:00:00.0000,  3.328757864251636E+09,  2.966354143306265E+09, -1.377690829725471E+08, -3.149337328641316E+05,  3.545913427113568E+05, -6.925804063986476E+01,
2407565.500000000, A.D. 1879-Aug-04 00:00:00.0000,  3.325606027229377E+09,  2.969898966280839E+09, -1.377692755014113E+08, -3.153163537614755E+05,  3.543733146955395E+05,  2.027637847817374E+01,
2407575.500000000, A.D. 1879-Aug-14 00:00:00.0000,  3.322450439381337E+09,  2.973440471015540E+09, -1.377693892110908E+08, -3.158299985922169E+05,  3.540193213345163E+05,  2.495878982053341E+01,
2407585.500000000, A.D. 1879-Aug-24 00:00:00.0000,  3.319291017738892E+09,  2.976978889043396E+09, -1.377692441753314E+08, -3.161537861606959E+05,  3.536095429001316E+05, -2.626390307484030E+01,
2407595.500000000, A.D. 1879-Sep-03 00:00:00.0000,  3.316127493173692E+09,  2.980514063396563E+09, -1.377689195745102E+08, -3.164619572367969E+05,  3.533660199859261E+05,  4.100284233275318E+01,
2407605.500000000, A.D. 1879-Sep-13 00:00:00.0000,  3.312960096699999E+09,  2.984045821759986E+09, -1.377685472818913E+08, -3.169704671983876E+05,  3.530748006352618E+05,  9.332344983726131E+01,
2407615.500000000, A.D. 1879-Sep-23 00:00:00.0000,  3.309788955024756E+09,  2.987574382833692E+09, -1.377679694251963E+08, -3.173745267300997E+05,  3.526418206166654E+05,  3.608914088636439E+01,
2407625.500000000, A.D. 1879-Oct-03 00:00:00.0000,  3.306613767329935E+09,  2.991099747692466E+09, -1.377671494047897E+08, -3.176398767801448E+05,  3.523377738714929E+05,  5.940224068833473E+01,
2407635.500000000, A.D. 1879-Oct-13 00:00:00.0000,  3.303434599311832E+09,  2.994621661238965E+09, -1.377662676837200E+08, -3.180912710323871E+05,  3.520951274885831E+05,  1.440460998874052E+02,
2407645.500000000, A.D. 1879-Oct-23 00:00:00.0000,  3.300251726113988E+09,  2.998140245133997E+09, -1.377652528566022E+08, -3.185685765885204E+05,  3.516840116794833E+05,  1.114107438411487E+02,
2407655.500000000, A.D. 1879-Nov-02 00:00:00.0000,  3.297064929411195E+09,  3.001655652087017E+09, -1.377639668890713E+08, -3.188428849282348E+05,  3.513094031791097E+05,  8.763804931238397E+01,
